Date,Time,Region,User Type,Consumption (kWh),Datetime,Time Category,Peak Hour
2024-03-08,12:00,South Zone,Residential,1611,2024-03-08 12:00:00,Afternoon,No
2024-03-08,12:00,South Zone,Commercial,1196,2024-03-08 12:00:00,Afternoon,No
2024-03-08,12:00,South Zone,Industrial,808,2024-03-08 12:00:00,Afternoon,No
2024-03-08,18:00,South Zone,Residential,1509,2024-03-08 18:00:00,Evening,Yes
2024-03-08,18:00,South Zone,Commercial,1125,2024-03-08 18:00:00,Evening,Yes
2024-03-08,18:00,South Zone,Industrial,315,2024-03-08 18:00:00,Evening,Yes
2024-03-08,00:00,East Zone,Residential,1529,2024-03-08 00:00:00,Night,No
2024-03-08,00:00,East Zone,Commercial,866,2024-03-08 00:00:00,Night,No
2024-03-08,00:00,East Zone,Industrial,958,2024-03-08 00:00:00,Night,No
2024-03-08,06:00,East Zone,Residential,1804,2024-03-08 06:00:00,Morning,No
2024-03-08,06:00,East Zone,Commercial,1469,2024-03-08 06:00:00,Morning,No
2024-03-08,06:00,East Zone,Industrial,1581,2024-03-08 06:00:00,Morning,No
2024-03-08,12:00,East Zone,Residential,1008,2024-03-08 12:00:00,Afternoon,No
2024-03-08,12:00,East Zone,Commercial,155,2024-03-08 12:00:00,Afternoon,No
2024-03-08,12:00,East Zone,Industrial,245,2024-03-08 12:00:00,Afternoon,No
2024-03-08,18:00,East Zone,Residential,1017,2024-03-08 18:00:00,Evening,Yes
2024-03-08,18:00,East Zone,Commercial,800,2024-03-08 18:00:00,Evening,Yes
2024-03-08,18:00,East Zone,Industrial,1174,2024-03-08 18:00:00,Evening,Yes
2024-03-08,00:00,West Zone,Residential,1252,2024-03-08 00:00:00,Night,No
2024-03-08,00:00,West Zone,Commercial,1647,2024-03-08 00:00:00,Night,No
2024-03-08,00:00,West Zone,Industrial,269,2024-03-08 00:00:00,Night,No
2024-03-08,06:00,West Zone,Residential,723,2024-03-08 06:00:00,Morning,No
2024-03-08,06:00,West Zone,Commercial,201,2024-03-08 06:00:00,Morning,No
2024-03-08,06:00,West Zone,Industrial,759,2024-03-08 06:00:00,Morning,No
2024-03-08,12:00,West Zone,Residential,1646,2024-03-08 12:00:00,Afternoon,No
2024-03-08,12:00,West Zone,Commercial,1348,2024-03-08 12:00:00,Afternoon,No
2024-03-08,12:00,West Zone,Industrial,1885,2024-03-08 12:00:00,Afternoon,No
2024-03-08,18:00,West Zone,Residential,1843,2024-03-08 18:00:00,Evening,Yes
2024-03-08,18:00,West Zone,Commercial,906,2024-03-08 18:00:00,Evening,Yes
2024-03-08,18:00,West Zone,Industrial,1581,2024-03-08 18:00:00,Evening,Yes
2024-03-09,00:00,North Zone,Residential,1148,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,North Zone,Commercial,1056,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,North Zone,Industrial,461,2024-03-09 00:00:00,Night,No
2024-03-09,06:00,North Zone,Residential,1065,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,North Zone,Commercial,1744,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,North Zone,Industrial,1122,2024-03-09 06:00:00,Morning,No
2024-03-09,12:00,North Zone,Residential,1624,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,North Zone,Commercial,1011,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,North Zone,Industrial,1089,2024-03-09 12:00:00,Afternoon,No
2024-03-09,18:00,North Zone,Residential,260,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,North Zone,Commercial,583,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,North Zone,Industrial,609,2024-03-09 18:00:00,Evening,Yes
2024-03-09,00:00,South Zone,Residential,594,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,South Zone,Commercial,1213,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,South Zone,Industrial,1631,2024-03-09 00:00:00,Night,No
2024-03-09,06:00,South Zone,Residential,125,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,South Zone,Commercial,748,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,South Zone,Industrial,1325,2024-03-09 06:00:00,Morning,No
2024-03-09,12:00,South Zone,Residential,1587,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,South Zone,Commercial,1508,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,South Zone,Industrial,794,2024-03-09 12:00:00,Afternoon,No
2024-03-09,18:00,South Zone,Residential,1150,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,South Zone,Commercial,745,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,South Zone,Industrial,1524,2024-03-09 18:00:00,Evening,Yes
2024-03-09,00:00,East Zone,Residential,1491,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,East Zone,Commercial,829,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,East Zone,Industrial,693,2024-03-09 00:00:00,Night,No
2024-03-09,06:00,East Zone,Residential,570,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,East Zone,Commercial,1887,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,East Zone,Industrial,221,2024-03-09 06:00:00,Morning,No
2024-03-09,12:00,East Zone,Residential,526,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,East Zone,Commercial,1426,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,East Zone,Industrial,1576,2024-03-09 12:00:00,Afternoon,No
2024-03-09,18:00,East Zone,Residential,1366,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,East Zone,Commercial,1535,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,East Zone,Industrial,935,2024-03-09 18:00:00,Evening,Yes
2024-03-09,00:00,West Zone,Residential,670,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,West Zone,Commercial,1431,2024-03-09 00:00:00,Night,No
2024-03-09,00:00,West Zone,Industrial,1243,2024-03-09 00:00:00,Night,No
2024-03-09,06:00,West Zone,Residential,1043,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,West Zone,Commercial,1690,2024-03-09 06:00:00,Morning,No
2024-03-09,06:00,West Zone,Industrial,157,2024-03-09 06:00:00,Morning,No
2024-03-09,12:00,West Zone,Residential,360,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,West Zone,Commercial,516,2024-03-09 12:00:00,Afternoon,No
2024-03-09,12:00,West Zone,Industrial,1593,2024-03-09 12:00:00,Afternoon,No
2024-03-09,18:00,West Zone,Residential,1704,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,West Zone,Commercial,1679,2024-03-09 18:00:00,Evening,Yes
2024-03-09,18:00,West Zone,Industrial,715,2024-03-09 18:00:00,Evening,Yes
2024-03-10,00:00,North Zone,Residential,160,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,North Zone,Commercial,1132,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,North Zone,Industrial,1974,2024-03-10 00:00:00,Night,No
2024-03-10,06:00,North Zone,Residential,490,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,North Zone,Commercial,1718,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,North Zone,Industrial,233,2024-03-10 06:00:00,Morning,No
2024-03-10,12:00,North Zone,Residential,426,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,North Zone,Commercial,1391,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,North Zone,Industrial,471,2024-03-10 12:00:00,Afternoon,No
2024-03-10,18:00,North Zone,Residential,1308,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,North Zone,Commercial,437,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,North Zone,Industrial,1938,2024-03-10 18:00:00,Evening,Yes
2024-03-10,00:00,South Zone,Residential,1696,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,South Zone,Commercial,130,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,South Zone,Industrial,278,2024-03-10 00:00:00,Night,No
2024-03-10,06:00,South Zone,Residential,625,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,South Zone,Commercial,1035,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,South Zone,Industrial,526,2024-03-10 06:00:00,Morning,No
2024-03-10,12:00,South Zone,Residential,532,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,South Zone,Commercial,1223,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,South Zone,Industrial,1556,2024-03-10 12:00:00,Afternoon,No
2024-03-10,18:00,South Zone,Residential,1207,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,South Zone,Commercial,509,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,South Zone,Industrial,504,2024-03-10 18:00:00,Evening,Yes
2024-03-10,00:00,East Zone,Residential,597,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,East Zone,Commercial,1011,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,East Zone,Industrial,829,2024-03-10 00:00:00,Night,No
2024-03-10,06:00,East Zone,Residential,1316,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,East Zone,Commercial,1693,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,East Zone,Industrial,506,2024-03-10 06:00:00,Morning,No
2024-03-10,12:00,East Zone,Residential,474,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,East Zone,Commercial,1506,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,East Zone,Industrial,1352,2024-03-10 12:00:00,Afternoon,No
2024-03-10,18:00,East Zone,Residential,669,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,East Zone,Commercial,1128,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,East Zone,Industrial,1174,2024-03-10 18:00:00,Evening,Yes
2024-03-10,00:00,West Zone,Residential,1333,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,West Zone,Commercial,404,2024-03-10 00:00:00,Night,No
2024-03-10,00:00,West Zone,Industrial,1484,2024-03-10 00:00:00,Night,No
2024-03-10,06:00,West Zone,Residential,759,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,West Zone,Commercial,1911,2024-03-10 06:00:00,Morning,No
2024-03-10,06:00,West Zone,Industrial,1987,2024-03-10 06:00:00,Morning,No
2024-03-10,12:00,West Zone,Residential,1912,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,West Zone,Commercial,1952,2024-03-10 12:00:00,Afternoon,No
2024-03-10,12:00,West Zone,Industrial,1221,2024-03-10 12:00:00,Afternoon,No
2024-03-10,18:00,West Zone,Residential,400,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,West Zone,Commercial,602,2024-03-10 18:00:00,Evening,Yes
2024-03-10,18:00,West Zone,Industrial,1066,2024-03-10 18:00:00,Evening,Yes
2024-03-11,00:00,North Zone,Residential,1892,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,North Zone,Commercial,946,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,North Zone,Industrial,121,2024-03-11 00:00:00,Night,No
2024-03-11,06:00,North Zone,Residential,1823,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,North Zone,Commercial,1683,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,North Zone,Industrial,607,2024-03-11 06:00:00,Morning,No
2024-03-11,12:00,North Zone,Residential,1069,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,North Zone,Commercial,497,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,North Zone,Industrial,1115,2024-03-11 12:00:00,Afternoon,No
2024-03-11,18:00,North Zone,Residential,1024,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,North Zone,Commercial,740,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,North Zone,Industrial,1054,2024-03-11 18:00:00,Evening,Yes
2024-03-11,00:00,South Zone,Residential,1945,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,South Zone,Commercial,633,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,South Zone,Industrial,1689,2024-03-11 00:00:00,Night,No
2024-03-11,06:00,South Zone,Residential,1596,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,South Zone,Commercial,1340,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,South Zone,Industrial,1310,2024-03-11 06:00:00,Morning,No
2024-03-11,12:00,South Zone,Residential,824,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,South Zone,Commercial,532,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,South Zone,Industrial,1980,2024-03-11 12:00:00,Afternoon,No
2024-03-11,18:00,South Zone,Residential,1257,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,South Zone,Commercial,1281,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,South Zone,Industrial,1154,2024-03-11 18:00:00,Evening,Yes
2024-03-11,00:00,East Zone,Residential,938,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,East Zone,Commercial,1840,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,East Zone,Industrial,1979,2024-03-11 00:00:00,Night,No
2024-03-11,06:00,East Zone,Residential,142,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,East Zone,Commercial,114,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,East Zone,Industrial,1266,2024-03-11 06:00:00,Morning,No
2024-03-11,12:00,East Zone,Residential,1834,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,East Zone,Commercial,1824,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,East Zone,Industrial,982,2024-03-11 12:00:00,Afternoon,No
2024-03-11,18:00,East Zone,Residential,792,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,East Zone,Commercial,404,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,East Zone,Industrial,1317,2024-03-11 18:00:00,Evening,Yes
2024-03-11,00:00,West Zone,Residential,188,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,West Zone,Commercial,1908,2024-03-11 00:00:00,Night,No
2024-03-11,00:00,West Zone,Industrial,1299,2024-03-11 00:00:00,Night,No
2024-03-11,06:00,West Zone,Residential,1249,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,West Zone,Commercial,1541,2024-03-11 06:00:00,Morning,No
2024-03-11,06:00,West Zone,Industrial,698,2024-03-11 06:00:00,Morning,No
2024-03-11,12:00,West Zone,Residential,487,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,West Zone,Commercial,1990,2024-03-11 12:00:00,Afternoon,No
2024-03-11,12:00,West Zone,Industrial,1918,2024-03-11 12:00:00,Afternoon,No
2024-03-11,18:00,West Zone,Residential,1774,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,West Zone,Commercial,1434,2024-03-11 18:00:00,Evening,Yes
2024-03-11,18:00,West Zone,Industrial,1806,2024-03-11 18:00:00,Evening,Yes
2024-03-12,00:00,North Zone,Residential,541,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,North Zone,Commercial,1579,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,North Zone,Industrial,384,2024-03-12 00:00:00,Night,No
2024-03-12,06:00,North Zone,Residential,748,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,North Zone,Commercial,1827,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,North Zone,Industrial,926,2024-03-12 06:00:00,Morning,No
2024-03-12,12:00,North Zone,Residential,221,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,North Zone,Commercial,1239,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,North Zone,Industrial,654,2024-03-12 12:00:00,Afternoon,No
2024-03-12,18:00,North Zone,Residential,1934,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,North Zone,Commercial,1980,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,North Zone,Industrial,442,2024-03-12 18:00:00,Evening,Yes
2024-03-12,00:00,South Zone,Residential,897,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,South Zone,Commercial,1910,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,South Zone,Industrial,388,2024-03-12 00:00:00,Night,No
2024-03-12,06:00,South Zone,Residential,1320,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,South Zone,Commercial,1102,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,South Zone,Industrial,1908,2024-03-12 06:00:00,Morning,No
2024-03-12,12:00,South Zone,Residential,777,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,South Zone,Commercial,824,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,South Zone,Industrial,1676,2024-03-12 12:00:00,Afternoon,No
2024-03-12,18:00,South Zone,Residential,930,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,South Zone,Commercial,1310,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,South Zone,Industrial,493,2024-03-12 18:00:00,Evening,Yes
2024-03-12,00:00,East Zone,Residential,1479,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,East Zone,Commercial,880,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,East Zone,Industrial,1879,2024-03-12 00:00:00,Night,No
2024-03-12,06:00,East Zone,Residential,488,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,East Zone,Commercial,1730,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,East Zone,Industrial,1915,2024-03-12 06:00:00,Morning,No
2024-03-12,12:00,East Zone,Residential,845,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,East Zone,Commercial,1655,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,East Zone,Industrial,1545,2024-03-12 12:00:00,Afternoon,No
2024-03-12,18:00,East Zone,Residential,1571,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,East Zone,Commercial,158,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,East Zone,Industrial,1826,2024-03-12 18:00:00,Evening,Yes
2024-03-12,00:00,West Zone,Residential,1642,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,West Zone,Commercial,287,2024-03-12 00:00:00,Night,No
2024-03-12,00:00,West Zone,Industrial,1178,2024-03-12 00:00:00,Night,No
2024-03-12,06:00,West Zone,Residential,1082,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,West Zone,Commercial,427,2024-03-12 06:00:00,Morning,No
2024-03-12,06:00,West Zone,Industrial,930,2024-03-12 06:00:00,Morning,No
2024-03-12,12:00,West Zone,Residential,1964,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,West Zone,Commercial,1366,2024-03-12 12:00:00,Afternoon,No
2024-03-12,12:00,West Zone,Industrial,628,2024-03-12 12:00:00,Afternoon,No
2024-03-12,18:00,West Zone,Residential,266,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,West Zone,Commercial,963,2024-03-12 18:00:00,Evening,Yes
2024-03-12,18:00,West Zone,Industrial,1978,2024-03-12 18:00:00,Evening,Yes
2024-03-13,00:00,North Zone,Residential,1319,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,North Zone,Commercial,663,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,North Zone,Industrial,1731,2024-03-13 00:00:00,Night,No
2024-03-13,06:00,North Zone,Residential,1876,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,North Zone,Commercial,205,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,North Zone,Industrial,226,2024-03-13 06:00:00,Morning,No
2024-03-13,12:00,North Zone,Residential,1015,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,North Zone,Commercial,1928,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,North Zone,Industrial,1678,2024-03-13 12:00:00,Afternoon,No
2024-03-13,18:00,North Zone,Residential,167,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,North Zone,Commercial,1756,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,North Zone,Industrial,376,2024-03-13 18:00:00,Evening,Yes
2024-03-13,00:00,South Zone,Residential,154,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,South Zone,Commercial,130,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,South Zone,Industrial,773,2024-03-13 00:00:00,Night,No
2024-03-13,06:00,South Zone,Residential,1760,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,South Zone,Commercial,192,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,South Zone,Industrial,269,2024-03-13 06:00:00,Morning,No
2024-03-13,12:00,South Zone,Residential,672,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,South Zone,Commercial,692,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,South Zone,Industrial,1857,2024-03-13 12:00:00,Afternoon,No
2024-03-13,18:00,South Zone,Residential,371,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,South Zone,Commercial,1219,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,South Zone,Industrial,1696,2024-03-13 18:00:00,Evening,Yes
2024-03-13,00:00,East Zone,Residential,1242,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,East Zone,Commercial,1786,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,East Zone,Industrial,1206,2024-03-13 00:00:00,Night,No
2024-03-13,06:00,East Zone,Residential,1205,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,East Zone,Commercial,1409,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,East Zone,Industrial,1050,2024-03-13 06:00:00,Morning,No
2024-03-13,12:00,East Zone,Residential,1319,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,East Zone,Commercial,810,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,East Zone,Industrial,1372,2024-03-13 12:00:00,Afternoon,No
2024-03-13,18:00,East Zone,Residential,1454,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,East Zone,Commercial,1485,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,East Zone,Industrial,429,2024-03-13 18:00:00,Evening,Yes
2024-03-13,00:00,West Zone,Residential,213,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,West Zone,Commercial,725,2024-03-13 00:00:00,Night,No
2024-03-13,00:00,West Zone,Industrial,1657,2024-03-13 00:00:00,Night,No
2024-03-13,06:00,West Zone,Residential,1933,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,West Zone,Commercial,955,2024-03-13 06:00:00,Morning,No
2024-03-13,06:00,West Zone,Industrial,1021,2024-03-13 06:00:00,Morning,No
2024-03-13,12:00,West Zone,Residential,1716,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,West Zone,Commercial,307,2024-03-13 12:00:00,Afternoon,No
2024-03-13,12:00,West Zone,Industrial,665,2024-03-13 12:00:00,Afternoon,No
2024-03-13,18:00,West Zone,Residential,134,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,West Zone,Commercial,1239,2024-03-13 18:00:00,Evening,Yes
2024-03-13,18:00,West Zone,Industrial,184,2024-03-13 18:00:00,Evening,Yes
2024-03-14,00:00,North Zone,Residential,440,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,North Zone,Commercial,1924,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,North Zone,Industrial,488,2024-03-14 00:00:00,Night,No
2024-03-14,06:00,North Zone,Residential,882,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,North Zone,Commercial,1762,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,North Zone,Industrial,1397,2024-03-14 06:00:00,Morning,No
2024-03-14,12:00,North Zone,Residential,1533,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,North Zone,Commercial,1875,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,North Zone,Industrial,453,2024-03-14 12:00:00,Afternoon,No
2024-03-14,18:00,North Zone,Residential,955,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,North Zone,Commercial,235,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,North Zone,Industrial,1686,2024-03-14 18:00:00,Evening,Yes
2024-03-14,00:00,South Zone,Residential,1193,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,South Zone,Commercial,843,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,South Zone,Industrial,446,2024-03-14 00:00:00,Night,No
2024-03-14,06:00,South Zone,Residential,1341,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,South Zone,Commercial,139,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,South Zone,Industrial,577,2024-03-14 06:00:00,Morning,No
2024-03-14,12:00,South Zone,Residential,138,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,South Zone,Commercial,890,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,South Zone,Industrial,1150,2024-03-14 12:00:00,Afternoon,No
2024-03-14,18:00,South Zone,Residential,728,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,South Zone,Commercial,1429,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,South Zone,Industrial,397,2024-03-14 18:00:00,Evening,Yes
2024-03-14,00:00,East Zone,Residential,748,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,East Zone,Commercial,754,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,East Zone,Industrial,205,2024-03-14 00:00:00,Night,No
2024-03-14,06:00,East Zone,Residential,295,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,East Zone,Commercial,1333,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,East Zone,Industrial,147,2024-03-14 06:00:00,Morning,No
2024-03-14,12:00,East Zone,Residential,1689,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,East Zone,Commercial,721,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,East Zone,Industrial,208,2024-03-14 12:00:00,Afternoon,No
2024-03-14,18:00,East Zone,Residential,1290,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,East Zone,Commercial,928,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,East Zone,Industrial,939,2024-03-14 18:00:00,Evening,Yes
2024-03-14,00:00,West Zone,Residential,204,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,West Zone,Commercial,430,2024-03-14 00:00:00,Night,No
2024-03-14,00:00,West Zone,Industrial,1100,2024-03-14 00:00:00,Night,No
2024-03-14,06:00,West Zone,Residential,1346,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,West Zone,Commercial,1728,2024-03-14 06:00:00,Morning,No
2024-03-14,06:00,West Zone,Industrial,1893,2024-03-14 06:00:00,Morning,No
2024-03-14,12:00,West Zone,Residential,1353,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,West Zone,Commercial,1266,2024-03-14 12:00:00,Afternoon,No
2024-03-14,12:00,West Zone,Industrial,838,2024-03-14 12:00:00,Afternoon,No
2024-03-14,18:00,West Zone,Residential,1966,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,West Zone,Commercial,1827,2024-03-14 18:00:00,Evening,Yes
2024-03-14,18:00,West Zone,Industrial,893,2024-03-14 18:00:00,Evening,Yes
2024-03-15,00:00,North Zone,Residential,792,2024-03-15 00:00:00,Night,No
2024-03-15,00:00,North Zone,Commercial,596,2024-03-15 00:00:00,Night,No
2024-03-15,00:00,North Zone,Industrial,499,2024-03-15 00:00:00,Night,No
2024-03-15,06:00,North Zone,Residential,937,2024-03-15 06:00:00,Morning,No
2024-03-15,06:00,North Zone,Commercial,1815,2024-03-15 06:00:00,Morning,No
2024-03-15,06:00,North Zone,Industrial,556,2024-03-15 06:00:00,Morning,No
